"uid","title","species"
"WOS:000388350300028","Functional Response (FR) and Relative Growth Rate (RGR) Do Not Show the Known Invasiveness of Lemna minuta (Kunth)","Dikerogammarus villosus"
"WOS:000388451900040","Transcriptome Profiling of the Green Alga Spirogyra pratensis (Charophyta) Suggests an Ancestral Role for Ethylene in Cell Wall Metabolism, Photosynthesis, and Abiotic Stress Responses(1[OPEN])","Potamogeton pectinatus"
"WOS:000388549700005","Kidney activity increases in copper exposed goldfish (Carassius auratus auratus)","Trutta trutta"
"WOS:000388777600025","Delayed impacts of developmental exposure to 17-alpha-ethinylestradiol in the self-fertilizing fish Kryptolebias marmoratus","Kryptolebias marmoratus"
"WOS:000388777600033","Pre-acclimation to low ammonia improves ammonia handling in common carp (Cyprinus carpio) when exposed subsequently to high environmental ammonia","Cyprinus carpio"
"WOS:000388785300064","Fatty acid profiling as bioindicator of chemical stress in marine organisms: A review","Thalassiosira pseudonana"
"WOS:000388962600017","Evolutionary toxicology: Meta-analysis of evolutionary events in response to chemical stressors","Fundulus heteroclitus"
"WOS:000389104900001","Triclosan exposure results in alterations of thyroid hormone status and retarded early development and metamorphosis in Cyprinodon variegatus","Oncorhynchus keta"
"WOS:000389133700002","Environment not dispersal limitation drives clonal composition of Arctic Daphnia in a recently deglaciated area","Daphnia pulex"
"WOS:000389174500014","Management and control methods of invasive alien freshwater aquatic plants: A review","Myriophyllum spicatum"
"WOS:000389729100049","Dietary protein enhances non-specific immunity, anti-oxidative capability and resistance to Aeromonas hydrophila in Labeo rohita fingerlings pre-exposed to short feed deprivation stress","Salmo labrax"
"WOS:000389733000006","Toxoplasma gondii in stranded marine mammals from the North Sea and Eastern Atlantic Ocean: Findings and diagnostic difficulties","Toxoplasma gondii"
"WOS:000390021800006","Eutrophication alters Si cycling and litter decomposition in wetlands","Phragmites australis"
"WOS:000390133700001","Atlantic Cod Show a Highly Variable Sensitivity to Electric-Induced Spinal Injuries","Salmo salar"
"WOS:000390215500001","Daphnia magna transcriptome by RNA-Seq across 12 environmental stressors","Daphnia magna"
"WOS:000390500000036","Bisphenol-A removal by the halophyte Juncus acutus in a phytoremediation pilot: Characterization and potential role of the endophytic community","Phragmites australis"
"WOS:000390627200026","Hyperspectral imaging with multivariate analysis for technological parameters prediction and classification of muscle foods: A review","Salmo salar"
"WOS:000390686000001","Disinfection of teleost eggs: a review","Labrax labrax"
"WOS:000390732300049","The first exposure assessment of legacy and unrestricted brominated flame retardants in predatory birds of Pakistan","Haliaeetus albicilla"
"WOS:000390734100019","Environmental impact of non-certified versus certified (ASC) intensive Pangasius aquaculture in Vietnam, a comparison based on a statistically supported LCA","Pangasius pangasius"
"WOS:000390964800012","Fish habitat selection in a large hydropeaking river: Strong individual and temporal variations revealed by telemetry","Silurus glanis"
"WOS:000391612300112","Biological Recovery of Platinum Complexes from Diluted Aqueous Streams by Axenic Cultures","Pseudomonas stutzeri"
"WOS:000391840900013","Habitat selection and reproduction of newts in networks of fish and fishless aquatic patches","Carassius carassius"
"WOS:000392113000012","Redescription of Cichlidogyrus tiberianus Paperna, 1960 and C-dossoui Douellou, 1993 (Monogenea: Ancyrocephalidae), with special reference to the male copulatory organ","Tilapia rendalli"
"WOS:000393358100001","Length-weight and length-length relationships and condition factors of 30 actinopterygian fish from the Mono basin (Benin and Togo, West Africa)","Awaous lateristriga"
"WOS:000393455700009","A vertebrate-specific and essential role for osterix in osteogenesis revealed by gene knockout in the teleost medaka","Salmo salmo"
"WOS:000393645600004","Post-embryonic development of sheepshead minnow Cyprinodon variegatus: a staging tool based on externally visible anatomical traits","Cyprinodon variegatus"
"WOS:000393712500061","How does the cladoceran Daphnia pulex affect the fate of Escherichia coli in water?","Daphnia pulex"
"WOS:000393833400003","Poor Performance of a Retrofitted Downstream Bypass Revealed by the Analysis of Approaching Behaviour in Combination with a Trapping System","Salmo salar"
"WOS:000394325800032","Green Synthesized Silver Nanoparticles: Toxicity Against Poecilia reticulata Fishes and Ceriodaphnia cornuta Crustaceans","Poecilia reticulata"
"WOS:000394348800006","Toxicology of arsenic in fish and aquatic systems","Oreochromis mossambicus"
"WOS:000394476700018","Co-phylogeographic study of the flatworm Gyrodactylus gondae and its goby host Pomatoschistus minutus","Pomatoschistus microps"
"WOS:000394655000006","Use of bioprotective cultures in fish products","Oncorhynchus mykiss"
"WOS:000394724700048","Addressing Analytical Challenges of the Environmental Monitoring for the Water Framework Directive: ERM-CE100, a New Biota Certified Reference Material","Silurus glanis"
"WOS:000395088100003","Disease-related and drug-induced skin manifestations in inflammatory bowel disease","Mycobacterium marinum"
"WOS:000395095300046","Carbon supplementation and microbial management to stimulate artemia biomass production in hypersaline culture conditions","Dunaliella viridis"
"WOS:000395353600004","Oxidative stress responses in relationship to persistent organic pollutant levels in feathers and blood of two predatory bird species from Pakistan","Haliaeetus albicilla"
"WOS:000395424200019","Multi-approach analysis to assess diet of harbour porpoises Phocoena phocoena in the southern North Sea","Sardina pilchardus"
"WOS:000395492100004","Dietary effects of poly--hydroxybutyrate on the growth performance, digestive enzyme activity, body composition, mineral uptake and bacterial challenge of rainbow trout fry (Oncorhynchus mykiss)","Salvelinus alpinus"
"WOS:000395509600002","A n-3 PUFA depletion applied to rainbow trout fry (Oncorhynchus mykiss) does not modulate its subsequent lipid bioconversion capacity","Salmo mykiss"
"WOS:000395653500001","Medullary bone in fossils: function, evolution and significance in growth curve reconstructions of extinct vertebrates","Alligator mississippiensis"
"WOS:000395914200002","Kalyptorhynchia (Platyhelminthes: Rhabdocoela) from KwaZulu-Natal (South Africa), with the description of six new species","Gyratrix hermaphroditus"
"WOS:000395941500003","Chemical Classification of Cyclic Depsipeptides","Lyngbya majuscula"
"WOS:000397102400035","Is relative Si/Ca availability crucial to the performance of grassland ecosystems ?","Phragmites australis"
"WOS:000397254500007","Two microcrustaceans affect microbial and macroinvertebrate-driven litter breakdown","Chydorus sphaericus"
"WOS:000397927900012","The plant growth-promoting effect of the nitrogen-fixing endophyte Pseudomonas stutzeri A15","Pseudomonas stutzeri"
"WOS:000398668701281","DNA methylation reprogramming during development in the self-fertilizing mangrove rivulus, Kryptolebias marmoratus, and its environmental sensitivity.","Kryptolebias marmoratus"
"WOS:000398870700014","Cellular and transcriptomic response to treatment with the probiotic candidate Vibrio lentus in gnotobiotic sea bass (Dicentrarchus labrax) larvae","Salmo mykiss"
"WOS:000399063700007","Corticosteroids deeply depress the in vitro steroidogenic capacity of Eurasian perch ovary at the end of the reproductive cycle","Oreochromis mossambicus"
"WOS:000399507600034","Morphology of the filtration apparatus of three planktivorous fishes and relation with ingested anthropogenic particles","Sardina pilchardus"
"WOS:000399513900006","Metabolic and cellular stress responses of catfish, Horabagrus brachysoma (Gunther) acclimated to increasing temperatures","Labeo rohita"
"WOS:000399513900009","The metabolic response in fish to mildly elevated water temperature relates to species-dependent muscular concentrations of imidazole compounds and free amino acids","Oreochromis mossambicus"
"WOS:000399624100004","First record of the fourfinger threadfin, Eleutheronema tetradactylum (Shaw, 1804) in Belgium","Eleutheronema tetradactylum"
"WOS:000399626000019","Habitat use and preference of adult pike (Esox lucius L.) in an anthropogenically impacted lowland river","Lucius lucius"
"WOS:000399626000020","On species distribution modelling, spatial scales and environmental flow assessment with Multi-Layer Perceptron Ensembles: A case study on the redfin barbel (Barbus haasi; Mertens, 1925)","Trutta trutta"
"WOS:000399808800021","Assessing the ecological impacts of invasive species based on their functional responses and abundances","Neogobius melanostomus"
"WOS:000400023100005","Determinants of leadership in groups of female mallards","Anas platyrhynchos"
"WOS:000400788000018","Behaviour of Arctic charr Salvelinus alpinus during an induced mating season in captivity: how male relative size influences male behavioural investment and female preference over time","Salvelinus alpinus"
"WOS:000400822200003","A New Reference Genome Assembly for the Microcrustacean Daphnia pulex","Daphnia pulex"
"WOS:000401600300014","Opisthorchis viverrini infection in the snail and fish intermediate hosts in Central Vietnam","Rasbora rasbora"
"WOS:000401679200046","Ecotoxicoproteomic assessment of the functional alterations caused by chronic metallic exposures in gammarids","Daphnia pulex"
"WOS:000401732900187","ESTUARINE BEHAVIOUR OF EUROPEAN SILVER EEL (ANGUILLA ANGUILLA) IN THE SCHELDT ESTUARY","Anguilla anguilla"
"WOS:000401914400011","Telomerase Expression in Medaka (Oryzias melastigma) Pharyngeal Teeth","Oryzias melastigma"
"WOS:000402331700006","Two new epizoic Achnanthes species (Bacillariophyta) living on marine turtles from Costa Rica","Achnanthes groenlandica"
"WOS:000402343700067","Development and validation of an OECD reproductive toxicity test guideline with the mudsnail Potamopyrgus antipodarum (Mollusca, Gastropoda)","Potamopyrgus antipodarum"
"WOS:000402357600006","Successful external acoustic tagging of twaite shad Alosa fallax (Lacepede 1803)","Alosa fallax"
"WOS:000402463100026","How does a domestication process modulate oogenesis and reproduction performance in Eurasian perch?","Perca labrax"
"WOS:000402532200009","The transcription factor bZIP14 regulates the TCA cycle in the diatom Phaeodactylum tricornutum","Thalassiosira pseudonana"
"WOS:000402548900001","Genetic evidence challenges the native status of a threatened freshwater fish (Carassius carassius) in England","Gobio gobio"
"WOS:000403231900041","Nutritional composition of black soldier fly (Hermetia illucens) prepupae reared on different organic waste substrates","Oncorhynchus mykiss"
"WOS:000403273000022","Terrestrial capture of prey by the reedfish, a model species for stem tetrapods","Erpetoichthys calabaricus"
"WOS:000403323000008","Thermal refugia and the survival of species in changing environments: new evidence from a nationally extinct freshwater fish.","Lota lota"
"WOS:000403545500014","Small teleost fish provide new insights into human skeletal diseases","Salmo salar"
"WOS:000404095100029","Cadmium exposure exerts neurotoxic effects in peacock blennies Salaria pavo","Oncorhynchus mykiss"
"WOS:000404174200006","Phytoplankton functional dynamics in a shallow polymictic tropical lake: the influence of emergent macrophytes","Phragmites australis"
"WOS:000404504000020","Individual variation of persistent organic pollutants in relation to stable isotope ratios, sex, reproductive phase and oxidative status in Scopoli's shearwaters (Calonectris diomedea) from the Southern Mediterranean","Haliaeetus albicilla"
"WOS:000404604600015","Impact of Acanthamoeba Cysts on Stress Resistance of Salmonella enterica Serovar Typhimurium, Yersinia enterocolitica 4/O:3, Listeria monocytogenes 1/2a, and Escherichia coli O:26","Acanthamoeba polyphaga"
"WOS:000405042100010","Metals in the Scheldt estuary: From environmental concentrations to bioaccumulation","Platichthys flesus"
"WOS:000405313700001","Fatty acid recovery after starvation: insights into the fatty acid conversion capabilities of a benthic copepod (Copepoda, Harpacticoida)","Thalassiosira weissflogii"
"WOS:000405426600003","Cyprinid Herpesvirus 3: An Archetype of Fish Alloherpesviruses","Carassius carassius"
"WOS:000405591700018","Blood clinical-chemical parameters and feeding history in growing Japanese quail (Coturnix japonica) chicks exposed to Tris(1,3-dichloro-2-propyl) phosphate and Dechlorane Plus in ovo","Haliaeetus albicilla"
"WOS:000405765300011","Impacts of triclosan exposure on zebrafish early-life stage: Toxicity and acclimation mechanisms","Oryzias latipes"
"WOS:000405889900011","How small could a pup sound? The physical bases of signaling body size in harbor seals","Phoca vitulina"
"WOS:000405908600014","Fish pedicure-induced foot mycobacte-riosis infection due to Mycobacterium marinum: a first case report","Mycobacterium marinum"
"WOS:000406305900054","Integrity of the microalgal cell plays a major role in the lipolytic stability during wet storage","Thalassiosira rotula"
"WOS:000406361200009","Differential gene expression in narrow- and broad-headed European glass eels (Anguilla anguilla) points to a transcriptomic link of head shape dimorphism with growth rate and chemotaxis","Gasterosteus aculeatus"
"WOS:000406939400011","Integrating trait multidimensionality, predation and autotomy to explain the maintenance of boldness","Gasterosteus aculeatus"
"WOS:000406962700008","Preparation and Characterization of Alginate Microparticles Containing a Model Protein for Oral Administration in Gnotobiotic European Sea Bass (Dicentrarchus labrax) Larvae","Labrax labrax"
"WOS:000407099500037","Conserved Transcription Factors Steer Growth-Related Genomic Programs in Daphnia","Daphnia pulex"
"WOS:000407539300052","Trace element concentrations in the apex predator swordfish (Xiphias gladius) from a Mediterranean fishery and risk assessment for consumers","Leuciscus leuciscus"
"WOS:000407654000006","Masticatory muscle architecture in a water-rat from Australasia (Murinae, Hydromys) and its implication for the evolution of carnivory in rodents","Hydromys chrysogaster"
"WOS:000407672500003","Adaptive and non-adaptive divergence in a common landscape","Pungitius pungitius"
"WOS:000408034700073","Effect of dietary fatty acid composition on growth, fatty acids composition and hepatic lipid metabolism in juvenile turbot (Scophthalmus maximus L.) fed diets with required n3 LC-PUFAs","Salmo labrax"
"WOS:000408034700091","Estimates of genetic variability and inbreeding in experimentally selected populations of European sea bass","Labrax labrax"
"WOS:000408160600003","Landmark-based Morphometric and Meristic Variations of Endangered Mrigal Carp, Cirrhinus cirrhosus (Bloch 1795), from Wild and Hatchery Stocks","Labeo calbasu"
"WOS:000408184700030","Per- and polyfluoroalkyl substances in plasma and feathers of nestling birds of prey from northern Norway","Haliaeetus albicilla"
"WOS:000408288400001","(+) or (-)-1-(9-fluorenyl)ethyl chloroformate as chiral derivatizing agent: A review","Procambarus clarkii"
"WOS:000409078600009","A comparative and evolutionary approach to oxidative stress in fish: A review","Leuciscus leuciscus"
"WOS:000409557500008","Anti-parasite treatment and blood biochemistry in raptor nestlings","Haliaeetus albicilla"
"WOS:000410010200105","Microplastics in livers of European anchovies (Engraulis encrasicolus, L.)","Sardina pilchardus"
"WOS:000410019600001","Comparative osteological study of three species of distinct genera of Haplotilapiini (Cichlidae)","Tilapia zillii"
"WOS:000410352900047","The toxicity of molybdate to freshwater and marine organisms. III. Generating additional chronic toxicity data for the refinement of safe environmental exposure concentrations in the US and Europe","Trutta trutta"
"WOS:000410470400002","Salinity stress, enhancing basal and induced immune responses in striped catfish Pangasianodon hypophthalmus (Sauvage)","Oreochromis mossambicus"
"WOS:000410475100002","Potential welfare issues of the Siamese fighting fish (Betta splendens) at the retailer and in the hobbyist aquarium","Poecilia reticulata"
"WOS:000411100100003","Vertebral column regionalisation in Chinook salmon, Oncorhynchus tshawytscha","Oncorhynchus tshawytscha"
"WOS:000411453300027","Temporal assessment of metabolic rate, ammonia dynamics and ion-status in common carp during fasting: A promising approach for optimizing fasting episode prior to fish transportation","Cyprinus carassius"
"WOS:000411491300007","Biofloc technology application in aquaculture to support sustainable development goals","Oreochromis niloticus"
"WOS:000411547700009","Identification of an essential virulence gene of cyprinid herpesvirus 3","Carassius gibelio"
"WOS:000411743000001","Do sex reversal procedures differentially affect agonistic behaviors and sex steroid levels depending on the sexual genotype in Nile tilapia?","Oreochromis niloticus"
"WOS:000411763600031","HOW LETHAL CONCENTRATION CHANGES OVER TIME: TOXICITY OF CADMIUM, COPPER, AND LEAD TO THE FRESHWATER ISOPOD ASELLUS AQUATICUS","Asellus aquaticus"
"WOS:000411868700011","A comprehensive evaluation of replacing fishmeal with housefly (Musca domestica) maggot meal in the diet of Nile tilapia (Oreochromis niloticus): growth performance, flesh quality, innate immunity and water environment","Oreochromis niloticus"
"WOS:000411868700032","Potential of processed animal protein versus soybean meal to replace fish meal in practical diets for European catfish (Silurus glanis): growth response and liver gene expression","Silurus glanis"
"WOS:000412204300003","Artificial selection in guppies: male and female phenotypes produced by inter- and intrasexual selection","Poecilia reticulata"
"WOS:000412582000009","The sterile male release approach as a method to control invasive amphibian populations: a preliminary study on Lithobates catesbeianus","Petromyzon marinus"
"WOS:000412957700001","Diatom Frustule Morphogenesis and Function: a Multidisciplinary Survey","Thalassiosira pseudonana"
"WOS:000413777700009","Emergent Macrophytes Support Zooplankton in a Shallow Tropical Lake: A Basis for Wetland Conservation","Phragmites australis"
"WOS:000413979600015","Occurrence and effect of trematode metacercariae in two endangered killifishes from Greece","Posthodiplostomum cuticola"
"WOS:000414083700159","The analysis of phytoplankton diversity in water among Xiaowutai Mountain Basin (China)","Microcystis flos-aquae"
"WOS:000414647000001","Poly-beta-hydroxybutyrate administration during early life: effects on performance, immunity and microbial community of European sea bass yolk-sac larvae","Labrax labrax"
"WOS:000414816400006","A more sensitive, efficient and ISO 17025 validated Magnetic Capture real time PCR method for the detection of archetypal &ITToxoplasma gondii&IT strains in meat","Toxoplasma gondii"
"WOS:000414874400005","Consequences of different cutting regimes on regrowth and nutrient stoichiometry of Sparganium erectum L. and Potamogeton natans L.","Phragmites australis"
"WOS:000414887200021","Mercury Stable Isotopes Discriminate Different Populations of European Seabass and Trace Potential Hg Sources around Europe","Labrax labrax"
"WOS:000414887200094","Multigenerational Effects of the Antibiotic Tetracycline on Transcriptional Responses of Daphnia magna and Its Relationship to Higher Levels of Biological Organizations","Daphnia pulex"
"WOS:000414941000002","Immunostimulatory effects of dietary poly-beta-hydroxybutyrate in European sea bass postlarvae","Labrax labrax"
"WOS:000414969000022","The heat is on: Genetic adaptation to urbanization mediated by thermal tolerance and body size","Daphnia magna"
"WOS:000415391200036","Hydrostatic pressure and the experimental toxicology of marine fishes: The elephant in the room","Labrax labrax"
"WOS:000415611900036","Carbon and nitrogen isotopic ratios in archaeological and modern Swiss fish as possible markers for diachronic anthropogenic activity in freshwater ecosystems","Rutilus rutilus"
"WOS:000415634300004","Kinetic exploration of intracellular nitrate storage in marine microalgae","Amphora coffeaeformis"
"WOS:000415677400005","The soundscape of Arctic Charr spawning grounds in lotic and lentic environments: can passive acoustic monitoring be used to detect spawning activities?","Salvelinus alpinus"
"WOS:000415758300003","Host-genotype dependent gut microbiota drives zooplankton tolerance to toxic cyanobacteria","Daphnia magna"
"WOS:000416116300003","Updated molecular phylogenetic data for Opisthorchis spp. (Trematoda: Opisthorchioidea) from ducks in Vietnam","Rasbora rasbora"
"WOS:000417191100042","Movement behaviour of large female yellow European eel (Anguilla anguilla L.) in a freshwater polder area","Anguilla anguilla"
"WOS:000417204900001","Morphology of two Mastogloia species (Bacillariophyta) from Lac de Guiers (Senegal) and comparison with the type material of M. braunii","Mastogloia braunii"
"WOS:000417215200009","Biotic interactions as drivers of algal origin and evolution","Thalassiosira pseudonana"
"WOS:000417227900031","Species and hybrids in the genus Diaphanosoma Fischer, 1850 (Crustacea: Branchiopoda: Cladocera)","Daphnia pulex"
"WOS:000417229100026","Pseudomonads from wild free-living sea turtles in Principe Island, Gulf of Guinea","Pseudomonas stutzeri"
"WOS:000417916200003","Genetic diversity and population structure of the African catfish, Clarias gariepinus (Burchell, 1822) in Kenya: implication for conservation and aquaculture","Catla catla"
"WOS:000417983100007","Pesticide-induced changes in personality depend on the urbanization level","Gasterosteus aculeatus"
"WOS:000418309100040","Physiological and immune response of juvenile rainbow trout to dietary bovine lactoferrin","Perca fluviatilis"
"WOS:000418470400028","Microbiological, chemical and sensory spoilage analysis of raw Atlantic cod (Gadus morhua) stored under modified atmospheres","Salmo salmo"
"WOS:000418662300012","AGE OF MUD BRECCIA FROM MUD VOLCANOES IN ACADEMICIAN RIDGE, LAKE BAIKAL","Cyclotella iris"
"WOS:000418810100003","Molecular investigations of outbreaks of Perch perhabdovirus infections in pike-perch","Sander lucioperca"
"WOS:000419168600002","The otter (Lutra lutra Linnaeus, 1758) in Belgium: an unpopular and maltreated species (19th-early 20th centuries)","Lutra lutra"
"WOS:000419307300021","Broader head, stronger bite: In vivo bite forces in European eel Anguilla anguilla","Anguilla anguilla"
"WOS:000419419500035","Gene Coexpression Networks Drive and Predict Reproductive Effects in &ITDaphnia&IT in Response to Environmental Disturbances","Daphnia pulex"
"WOS:000419478000044","Effects of antibiotic-induced differences in bacterial load on growth and shape of early larval European seabass (Dicentrarchus labrax L.)","Labrax labrax"
"WOS:000419478000050","Lipid deposition patterns among different sizes of three commercial fish species","Salmo mykiss"
"WOS:000419668400032","Intraskeletal histovariability, allometric growth patterns, and their functional implications in bird-like dinosaurs","Anas platyrhynchos"
"WOS:000419719200016","First isolation of Vibrio tapetis and an atypical strain of Aeromonas salmonicida from skin ulcerations in common dab (Limanda limanda) in the North Sea","Platichthys flesus"
"WOS:A1972O154000317","OSTEOLOGY OF NORTH-AMERICAN SPECIES OF GENUS CHROSOMUS AND THEIR EURASIAN RELATIVE PHOXINUS-PHOXINUS (PISCES, CYPRINIDAE)","Phoxinus phoxinus"
"WOS:A1973O622800008","ELECTRON-SPIN RESONANCE SPECTRA OF WHITE, CARDIAC AND VARIOUS RED SKELETAL-MUSCLES OF CARP, CYPRINUS-CARPIO L","Cyprinus carpio"
"WOS:A1973O631800032","LOW-MOLECULAR WEIGHT PROTEINS OF PIKE (ESOX-LUCIUS) WHITE MUSCLES .1. EXTRACTION AND PURIFICATION POLYMORPHISM","Lucius lucius"
"WOS:A1973O897100019","LOW-MOLECULAR WEIGHT PROTEINS OF PIKE (ESOX-LUCIUS) WHITE MUSCLES .2. CHEMICAL AND PHYSICAL PROPERTIES","Lucius lucius"
"WOS:A1973Q793100035","AMINO-ACID SEQUENCE OF PIKE (ESOX-LUCIUS) PARVALBUMIN-III","Lucius lucius"
"WOS:A1974AD09800001","CYTOPHYSIOLOGICAL CHANGES IN PITUITARY-GLAND (PARS-INTERMEDIA) OF CARASSIUS-AURALUS L DURING ADAPTATION TO A HYPEROSMOTIC ENVIRONMENT","Carassius carassius"
"WOS:A1974T293400001","SHORT-TERM EFFECTS OF TESTOSTERONE PROPIONATE ON BEHAVIOUR OF YOUNG INTACT MALE DOMESTIC DUCKS (ANAS-PLATYRHYNCHOS)","Anas platyrhynchos"
"WOS:A1975AM49900035","INVESTIGATIONS ON MINERAL AND LIPID-CONCENTRATION OF BLOOD SERUM OF ATLANTIC SALMON (SALMO SALAR L)","Salmo salmo"
"WOS:A1975AS19000005","SOCIAL FACILITATION OF APPROACHING OF GOLDFISH (CARASSIUS AURATUS) IN AN APPROACH-AVOIDANCE SITUATION","Carassius carassius"
"WOS:A1975AX27700017","EFFECTS OF TESTOSTERONE PROPIONATE ON SOCIAL-BEHAVIOR OF GROUPS OF MALE DOMESTIC DUCKLINGS ANAS-PLATYRHYNCHOS L","Anas platyrhynchos"
"WOS:A1975BB63100006","INVITRO ACTIVITY OF COTRIMOXAZOLE ON INTRACELLULAR MULTIPLICATION OF TOXOPLASMA-GONDII","Toxoplasma gondii"
"WOS:A1976BJ93500008","POSTEMBRYONIC DEVELOPMENT OF NASAL ORGANS, SACS AND SURROUNDING SKELETAL ELEMENTS IN SALMO-GAIRDNERI (TELEOSTEI-SALMONIDAE), WITH SOME FUNCTIONAL INTERPRETATIONS","Salmo salmo"
"WOS:A1976BM69000008","ANNUAL VARIATION IN REPRODUCTIVE BEHAVIOR, TESTOSTERONE, AND PLASMA FSH LEVELS IN ROUEN DUCK, ANAS-PLATYRHYNCHOS","Anas platyrhynchos"
"WOS:A1976BQ56100001","CORRELATION ANALYSIS OF DAILY DISTRIBUTION OF DISPLAYS AND SEXUAL BEHAVIORS IN SEMI-WILD MALLARDS - ANAS-PLATYRHYNCHOS","Anas platyrhynchos"
"WOS:A1976BZ82700006","EFFECTS OF HORMONES ON FEMALE GERM-CELLS OF CARASSIUS-AURATUS L IN ORGAN-CULTURE - SEX REVERSAL AND OOGENESIS INVITRO","Carassius carassius"
"WOS:A1976CD43500006","EFFECT OF HORMONES ON MALE CARASSIUS-AURATUS L GERM-CELLS IN SEMI-NATURAL GELIFIED MEDIUM","Carassius carassius"
"WOS:A1976CF00800002","DAILY VARIATIONS OF BEHAVIORAL ACTIVITIES AND OF PLASMA TESTOSTERONE LEVELS IN DOMESTIC DUCK ANAS-PLATYRHYNCHOS","Anas platyrhynchos"
"WOS:A1976CK07100011","BEHAVIORAL-EFFECTS OF ACTH OR CORTICOSTERONE ADMINISTRATION TO ADULT MALE DOMESTIC DUCKS, ANAS-PLATYRHYNCHOS L","Anas platyrhynchos"
"WOS:A1976CM69600035","PRIMARY STRUCTURE OF PARVALBUMIN-II OF PIKE (ESOX-LUCIUS)","Lucius lucius"
"WOS:A1976CX74700002","BEHAVIORAL AND MORPHOLOGICAL EFFECTS OF TESTOSTERONE AND GONADOTROPINS IN YOUNG MALE DOMESTIC DUCK (ANAS-PLATYRHYNCHOS L)","Anas platyrhynchos"
"WOS:A1977CS47200005","POSTEMBRYONIC ONTOGENY AND FUNCTIONAL-ANATOMY OF LIGAMENTUM MANDIBULO-HYOIDEUM AND LIGAMENTUM INTEROPERCULO-MANDIBULARE, WITH NOTES ON OPERCULAR BONES AND SOME OTHER CRANIAL ELEMENTS IN SALMO-GAIRDNERI RICHARDSON, 1836 (TELEOSTEI-SALMONIDAE)","Salmo salmo"
"WOS:A1977CW20800003","IMMUNOCYTOCHEMICAL DEMONSTRATION OF HYPOTHALAMO-HYPOPHYSEAL VASOTOCINERGIC SYSTEM OF LAMPETRA-FLUVIATILIS","Lampetra fluviatilis"
"WOS:A1977DB38100033","EFFECT OF SALINITY ON FREE AMINO-ACIDS POOL OF RED ALGA PORPHYRIDIUM-PURPUREUM (=P-CRUENTUM)","Porphyridium purpureum"
"WOS:A1977DC65100003","GONADS OF CARASSIUS-AURATUS (TELEOSTS) IN ORGAN-CULTURE - NEW TECHNIQUE AND EFFECTS OF TESTOSTERONE","Carassius carassius"
"WOS:A1977DM06700053","UNUSUAL MITOSIS IN RED ALGA PORPHYRIDIUM-PURPUREUM","Porphyridium purpureum"
"WOS:A1977DR23000001","STUDY OF INFLUENCE OF VISUAL FACTORS ON SEXUAL AND AGGRESSIVE-BEHAVIOR PATTERNS OF MOLLIENESIA-(POECILIA)-VELIFERA (PISCES, POECILIIDAE)","Poecilia velifera"
"WOS:A1977DZ97600006","COMPARATIVE-STUDY OF TOXICITY, UPTAKE AND DISTRIBUTION OF CADMIUM AND MERCURY IN SEA-WATER ADAPTED EEL ANGUILLA-ANGUILLA","Anguilla anguilla"
"WOS:A1977EB84000005","ANATOMIC FEATURES OF HEAD OF 2 CYPRINIDS, BARBUS-BARBUS (L) AND LEUCISCUS-LEUCISCUS-(L)-(PISCES)","Leuciscus leuciscus"
"WOS:A1977ER50400005","PRESENCE OF FLUKE ECHINOPARYPHIUM-RECURVATUM (VON LINSTOW, 1873) IN MAN AND IN A RODENT FROM EGYPT","Echinoparyphium recurvatum"
"WOS:A1978EM93100011","POLYMORPHISM OF PARVALBUMINS AND TISSUE DISTRIBUTION - CHARACTERIZATION OF COMPONENT I, ISOLATED FROM RED MUSCLES OF CYPRINUS-CARPIO L","Cyprinus carpio"
"WOS:A1978EQ86200008","INFLUENCE OF TEMPERATURE ON REPRODUCTIVE POTENTIAL OF ONCHOLAIMUS-OXYURIS (NEMATODA ONCHOLAIMIDAE)","Oncholaimus oxyuris"
"WOS:A1978FD69000034","EFFECTS OF BETA-1,3 GLUCAN UPON INFECTION BY TOXOPLASMA-GONDII RH - STUDIES INVIVO AND INVITRO","Toxoplasma gondii"
"WOS:A1978FD99900008","INFECTION OF COMMON GOBY, POMATOSCHISTUS-MICROPS, WITH APHALLOIDES-COELOMICOLA (TREMATODA DIGENEA)","Pomatoschistus microps"
"WOS:A1978FF61900004","NITELLIZATION PROCESS IN CHARA-VULGARIS","Chara vulgaris"
"WOS:A1978FT44200030","DISTRIBUTION OF CD, ZN AND CU IN LIVER AND GILLS OF EEL ANGUILLA-ANGUILLA WITH SPECIAL REFERENCE TO METALLOTHIONEINS","Anguilla anguilla"
"WOS:A1978FT70800002","EFFECT OF SOME FACTORS ON MOLECULAR-WEIGHT DETERMINATION OF A LIGHT CHAIN (LC3) OF CARP (CYPRINUS-CARPIO L) SKELETAL-MUSCLE MYOSIN BY SDS-POLYACRYLAMIDE GEL-ELECTROPHORESIS","Cyprinus carpio"
"WOS:A1978FV23400003","BEHAVIORAL AND PHYSIOLOGICAL-EFFECTS OF TESTOSTERONE PROPIONATE AND CYPROTERONE-ACETATE IN IMMATURE MALE DOMESTIC DUCKS, ANAS-PLATYRHYNCHOS","Anas platyrhynchos"
"WOS:A1978FV95800020","PHYLOGENETIC RELATIONSHIPS BETWEEN CYPRINIDAE PARVALBUMINS .1. CHARACTERIZATION OF CHUB (LEUCISCUS-CEPHALUS L) COMPONENTS","Leuciscus leuciscus"
